,player_id,Player,player_display_name,position,position_group,headshot_url,Team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr,opponent_team,weekday_x,team_year,player_year,opp_year,game_id_count,completions_avg,attempts_avg,passing_yards_avg,passing_tds_avg,interceptions_avg,carries_avg,rushing_yards_avg,rushing_tds_avg,receptions_avg,targets_avg,receiving_yards_avg,receiving_tds_avg,receiving_air_yards_avg,sack_fumbles_lost_avg,rushing_fumbles_lost_avg,receiving_fumbles_lost_avg,passing_epa_avg,rushing_epa_avg,receiving_epa_avg,fantasy_points_ppr_avg,completions_std,attempts_std,passing_yards_std,passing_tds_std,interceptions_std,carries_std,rushing_yards_std,rushing_tds_std,receptions_std,targets_std,receiving_yards_std,receiving_tds_std,receiving_air_yards_std,sack_fumbles_lost_std,rushing_fumbles_lost_std,receiving_fumbles_lost_std,passing_epa_std,rushing_epa_std,receiving_epa_std,fantasy_points_ppr_std,completions_last,attempts_last,passing_yards_last,passing_tds_last,interceptions_last,carries_last,rushing_yards_last,rushing_tds_last,receptions_last,targets_last,receiving_yards_last,receiving_tds_last,receiving_air_yards_last,sack_fumbles_lost_last,rushing_fumbles_lost_last,receiving_fumbles_lost_last,passing_epa_last,rushing_epa_last,receiving_epa_last,fantasy_points_ppr_last,opp,completions_avg_opp,attempts_avg_opp,passing_yards_avg_opp,passing_tds_avg_opp,interceptions_avg_opp,carries_avg_opp,rushing_yards_avg_opp,rushing_tds_avg_opp,receptions_avg_opp,targets_avg_opp,receiving_yards_avg_opp,receiving_tds_avg_opp,receiving_air_yards_avg_opp,sack_fumbles_lost_avg_opp,rushing_fumbles_lost_avg_opp,receiving_fumbles_lost_avg_opp,passing_epa_avg_opp,rushing_epa_avg_opp,receiving_epa_avg_opp,fantasy_points_ppr_avg_opp,player_is_home,team_full_name,Unnamed: 0_x,game_id_x,game_type_x,gameday_x,weekday_y,gametime_x,away_team_x,away_score_x,home_team_x,home_score_x,location_x,result_x,total_x,overtime_x,old_game_id_x,gsis_x,nfl_detail_id_x,pfr_x,pff_x,espn_x,ftn_x,away_rest_x,home_rest_x,away_moneyline_x,home_moneyline_x,spread_line_x,away_spread_odds_x,home_spread_odds_x,total_line_x,under_odds_x,over_odds_x,div_game_x,roof_x,surface_x,temp_x,wind_x,away_qb_id_x,home_qb_id_x,away_qb_name_x,home_qb_name_x,away_coach_x,home_coach_x,referee_x,stadium_id_x,stadium_x,Unnamed: 0_y,game_id_y,game_type_y,gameday_y,gametime_y,away_team_y,away_score_y,home_team_y,home_score_y,location_y,result_y,total_y,overtime_y,old_game_id_y,gsis_y,nfl_detail_id_y,pfr_y,pff_y,espn_y,ftn_y,away_rest_y,home_rest_y,away_moneyline_y,home_moneyline_y,spread_line_y,away_spread_odds_y,home_spread_odds_y,total_line_y,under_odds_y,over_odds_y,div_game_y,roof_y,surface_y,temp_y,wind_y,away_qb_id_y,home_qb_id_y,away_qb_name_y,home_qb_name_y,away_coach_y,home_coach_y,referee_y,stadium_id_y,stadium_y,Unnamed: 0,game_id,game_type,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,total,overtime,old_game_id,gsis,nfl_detail_id,pfr,pff,espn,ftn,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,div_game,roof,surface,temp,wind,away_qb_id,home_qb_id,away_qb_name,home_qb_name,away_coach,home_coach,referee,stadium_id,stadium,gb_pipe_preds,lin_reg_pipe_preds,ran_for_pipe_preds,Projected_PPR_Points,Lowest_Projected_Points,Highest_Projected_Points
50,00-0033217,M.Alie-Cox,Mo Alie-Cox,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vaiszuzdtyszme2bkfxv",IND,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,0,2,0.0,0,0.0,0.0,39.0,0.0,0.0,-3.694672346115112,0,0.0,0.0512820519506931,0.1788990795612335,0.2021524310111999,0.0,0.0,0.0,JAX,Sunday,IND2023,M.Alie-Cox2023,JAX2023,1970-01-01,2.0,4.5,33.0,0.5,0.5,14.0,33.0,0.25,0.25,1.0,2.5,0.25,51.0,0.25,0.25,0.25,0.11,-6.25,-0.93,3.3,2.83,6.36,46.67,1.0,0.71,8.49,20.51,0.5,0.5,1.41,5.0,0.5,4.24,0.5,0.5,0.5,0.37,4.05,1.38,2.05,16,33,215.0,1,2.0,1,14.0,1,3,3,81.0,1,38.0,1,1.0,1.0,4.33603048324585,1.0172957181930542,5.079136848449707,12.5,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,INDIANAPOLIS COLTS,6442.0,2023_02_IND_HOU,REG,2023-09-17,,13:00,IND,,HOU,,Home,,,,2023091704.0,,,202309170htx,,401547419.0,,7.0,7.0,-115.0,-105.0,-1.0,-110.0,-110.0,39.5,-110.0,-110.0,1.0,,astroturf,,,00-0039164,00-0039163,Anthony Richardson,C.J. Stroud,Shane Steichen,DeMeco Ryans,,HOU00,NRG Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6442.0,2023_02_IND_HOU,REG,2023-09-17,Sunday,13:00,IND,,HOU,,Home,,,,2023091704.0,,,202309170htx,,401547419.0,,7.0,7.0,-115.0,-105.0,-1.0,-110.0,-110.0,39.5,-110.0,-110.0,1.0,,astroturf,,,00-0039164,00-0039163,Anthony Richardson,C.J. Stroud,Shane Steichen,DeMeco Ryans,,HOU00,NRG Stadium,3.684725971094721,4.198527828824339,4.511391979261981,4.1,0.0,10.4
51,00-0033251,Z.Pascal,Zach Pascal,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dnb115czpwythbso8avp",ARI,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,0,1,0.0,0,0.0,0.0,8.0,0.0,0.0,-0.5793663859367371,0,0.0,0.0333333350718021,0.0430107526481151,0.0801075249910354,0.0,0.0,0.0,WAS,Sunday,ARI2023,Z.Pascal2023,WAS2023,1970-01-01,2.0,4.5,33.0,0.5,0.5,8.0,18.5,0.25,0.25,1.0,2.5,0.25,51.0,0.25,0.25,0.25,0.11,-3.38,-0.93,1.85,2.83,6.36,46.67,1.0,0.71,8.49,20.51,0.5,0.5,1.41,5.0,0.5,4.24,0.5,0.5,0.5,0.37,4.05,1.38,2.05,16,33,215.0,1,2.0,1,14.0,1,1,1,16.0,1,-1.0,1,1.0,1.0,4.33603048324585,1.0172957181930542,1.2692222595214844,2.5999999046325684,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ARIZONA CARDINALS,6446.0,2023_02_NYG_ARI,REG,2023-09-17,Sunday,16:05,NYG,,ARI,,Home,,,,2023091708.0,,,202309170crd,,401547421.0,,7.0,7.0,-245.0,200.0,-5.5,-110.0,-110.0,40.0,-110.0,-110.0,0.0,,grass,,,00-0035710,00-0033949,Daniel Jones,Joshua Dobbs,Brian Daboll,Jonathan Gannon,,PHO00,State Farm Stadium,6446.0,2023_02_NYG_ARI,REG,2023-09-17,16:05,NYG,,ARI,,Home,,,,2023091708.0,,,202309170crd,,401547421.0,,7.0,7.0,-245.0,200.0,-5.5,-110.0,-110.0,40.0,-110.0,-110.0,0.0,,grass,,,00-0035710,00-0033949,Daniel Jones,Joshua Dobbs,Brian Daboll,Jonathan Gannon,,PHO00,State Farm Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7374434773308365,5.1131607211413215,4.330833061404048,4.4,0.0,10.7
52,00-0033280,C.McCaffrey,Christian McCaffrey,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/navqer4chxxut5povzzw",SF,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,22,152.0,1,0.0,0.0,7.0,3.1503281593322754,0,3,5,17.0,0,1.0,0.0,12.0,8.0,1.0,-0.809596836566925,0,1.4166666269302368,0.1785714328289032,0.052173912525177,0.304378867149353,0.0,22.899999618530277,25.899999618530277,PIT,Sunday,SF2023,C.McCaffrey2023,PIT2023,1970-01-01,2.0,4.5,33.0,0.5,0.5,8.33,22.33,0.25,0.25,0.67,2.5,0.25,51.0,0.25,0.25,0.25,0.11,-2.79,-0.93,2.23,2.83,6.36,46.67,1.0,0.71,6.03,15.95,0.5,0.5,1.15,5.0,0.5,4.24,0.5,0.5,0.5,0.37,3.05,1.38,1.59,3,10,9.0,1,2.0,1,6.0,1,1,1,19.0,1,6.0,1,1.0,1.0,-13.386811256408691,-0.1008820086717605,-0.4084709286689758,-3.039999961853028,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SAN FRANCISCO 49ERS,6447.0,2023_02_SF_LA,REG,2023-09-17,,16:05,SF,,LA,,Home,,,,2023091709.0,,,202309170ram,,401547422.0,,7.0,7.0,-345.0,275.0,-7.5,-112.0,-108.0,45.0,-110.0,-110.0,1.0,dome,matrixturf,,,00-0037834,00-0026498,Brock Purdy,Matthew Stafford,Kyle Shanahan,Sean McVay,,LAX01,SoFi Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6447.0,2023_02_SF_LA,REG,2023-09-17,Sunday,16:05,SF,,LA,,Home,,,,2023091709.0,,,202309170ram,,401547422.0,,7.0,7.0,-345.0,275.0,-7.5,-112.0,-108.0,45.0,-110.0,-110.0,1.0,dome,matrixturf,,,00-0037834,00-0026498,Brock Purdy,Matthew Stafford,Kyle Shanahan,Sean McVay,,LAX01,SoFi Stadium,15.025052849167949,14.227936279912331,15.491846028149137,14.9,8.6,21.2
53,00-0033282,C.Samuel,Curtis Samuel,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r71vsqs2fg7bvbt1jvzd",WAS,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,1,6.0,0,0.0,0.0,0.0,0.1888739019632339,0,5,5,54.0,0,0.0,0.0,27.0,27.0,2.0,-0.0420150198042392,0,2.0,0.1724137961864471,0.1298076957464218,0.3494860827922821,0.0,6.0,11.0,ARI,Sunday,WAS2023,C.Samuel2023,ARI2023,1970-01-01,2.0,4.5,33.0,0.5,0.5,6.5,18.0,0.25,0.25,0.5,2.5,0.25,51.0,0.25,0.25,0.25,0.11,-1.99,-0.93,1.8,2.83,6.36,46.67,1.0,0.71,6.14,15.64,0.5,0.5,1.0,5.0,0.5,4.24,0.5,0.5,0.5,0.37,2.96,1.38,1.56,1,1,50.0,1,2.0,10,35.0,1,6,8,22.0,1,27.0,1,1.0,1.0,-0.5022525787353516,0.5542669296264648,-1.9314597845077517,17.700000762939453,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WASHINGTON COMMANDERS,6449.0,2023_02_WAS_DEN,REG,2023-09-17,,16:25,WAS,,DEN,,Home,,,,2023091711.0,,,202309170den,,401547416.0,,7.0,7.0,145.0,-175.0,3.5,-115.0,-105.0,39.0,-110.0,-110.0,0.0,outdoors,grass,,,00-0037077,00-0029263,Sam Howell,Russell Wilson,Ron Rivera,Sean Payton,,DEN00,Empower Field at Mile High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6449.0,2023_02_WAS_DEN,REG,2023-09-17,Sunday,16:25,WAS,,DEN,,Home,,,,2023091711.0,,,202309170den,,401547416.0,,7.0,7.0,145.0,-175.0,3.5,-115.0,-105.0,39.0,-110.0,-110.0,0.0,outdoors,grass,,,00-0037077,00-0029263,Sam Howell,Russell Wilson,Ron Rivera,Sean Payton,,DEN00,Empower Field at Mile High,9.476588608160519,10.837485910956048,9.64873878483653,10.0,3.7,16.3
54,00-0033288,G.Kittle,George Kittle,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bwx6bvkrxog0yf4h6fw1",SF,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,3,6,19.0,0,0.0,0.0,31.0,15.0,1.0,0.5234483480453491,0,0.6129032373428345,0.2142857164144516,0.134782612323761,0.4157764017581939,0.0,1.899999976158142,4.900000095367432,PIT,Sunday,SF2023,G.Kittle2023,PIT2023,1970-01-01,2.0,4.5,33.0,0.5,0.5,5.0,16.5,0.25,0.25,0.5,2.5,0.25,51.0,0.25,0.25,0.25,0.11,-1.82,-0.93,1.65,2.83,6.36,46.67,1.0,0.71,4.08,13.92,0.5,0.5,1.0,5.0,0.5,4.24,0.5,0.5,0.5,0.37,2.64,1.38,1.39,1,1,50.0,1,2.0,1,2.0,1,1,2,6.0,1,39.0,1,1.0,1.0,-0.5022525787353516,-0.4746761918067932,-0.7540614604949951,1.600000023841858,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,SAN FRANCISCO 49ERS,6447.0,2023_02_SF_LA,REG,2023-09-17,,16:05,SF,,LA,,Home,,,,2023091709.0,,,202309170ram,,401547422.0,,7.0,7.0,-345.0,275.0,-7.5,-112.0,-108.0,45.0,-110.0,-110.0,1.0,dome,matrixturf,,,00-0037834,00-0026498,Brock Purdy,Matthew Stafford,Kyle Shanahan,Sean McVay,,LAX01,SoFi Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6447.0,2023_02_SF_LA,REG,2023-09-17,Sunday,16:05,SF,,LA,,Home,,,,2023091709.0,,,202309170ram,,401547422.0,,7.0,7.0,-345.0,275.0,-7.5,-112.0,-108.0,45.0,-110.0,-110.0,1.0,dome,matrixturf,,,00-0037834,00-0026498,Brock Purdy,Matthew Stafford,Kyle Shanahan,Sean McVay,,LAX01,SoFi Stadium,8.525779887600798,8.291162276229764,8.065866883899234,8.3,2.0,14.6
55,00-0033293,A.Jones,Aaron Jones,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oo8yixhsahh4gznox7th",GB,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,9,41.0,1,0.0,0.0,3.0,3.832034349441528,0,2,4,86.0,1,0.0,0.0,-4.0,85.0,2.0,8.4039945602417,0,-21.5,0.1481481492519378,-0.0145454546436667,0.2120404094457626,0.0,24.700000762939453,26.700000762939453,CHI,Sunday,GB2023,A.Jones2023,CHI2023,1970-01-01,2.0,4.5,33.0,0.5,0.5,0.25,2.25,0.25,0.25,2.0,2.5,0.25,51.0,0.25,0.25,0.25,0.11,0.81,-3.06,0.5,2.83,6.36,46.67,1.0,0.71,0.5,4.5,0.5,0.5,0.5,5.0,0.5,4.24,0.5,0.5,0.5,0.37,0.27,1.38,1.0,1,1,50.0,1,2.0,1,-3.0,1,3,4,19.0,1,26.0,1,1.0,1.0,-0.5022525787353516,-2.9877865314483643,3.73759388923645,10.899999618530272,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,GREEN BAY PACKERS,6438.0,2023_02_GB_ATL,REG,2023-09-17,,13:00,GB,,ATL,,Home,,,,2023091700.0,,,202309170atl,,401547417.0,,7.0,7.0,-115.0,-105.0,-1.0,-110.0,-110.0,40.5,-112.0,-108.0,0.0,,fieldturf,,,00-0036264,00-0038122,Jordan Love,Desmond Ridder,Matt LaFleur,Arthur Smith,,ATL97,Mercedes-Benz Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6438.0,2023_02_GB_ATL,REG,2023-09-17,Sunday,13:00,GB,,ATL,,Home,,,,2023091700.0,,,202309170atl,,401547417.0,,7.0,7.0,-115.0,-105.0,-1.0,-110.0,-110.0,40.5,-112.0,-108.0,0.0,,fieldturf,,,00-0036264,00-0038122,Jordan Love,Desmond Ridder,Matt LaFleur,Arthur Smith,,ATL97,Mercedes-Benz Stadium,13.0878807272022,11.503429803464105,14.713813146251333,13.1,6.8,19.4
56,00-0033307,K.Bourne,Kendrick Bourne,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vrovcaqql9p6xsycko83",NE,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,6,11,64.0,2,0.0,0.0,129.0,22.0,3.0,-6.485100269317627,0,0.4961240291595459,0.2037037014961242,0.320099264383316,0.5296250581741333,0.0,18.399999618530277,24.399999618530277,PHI,Sunday,NE2023,K.Bourne2023,PHI2023,1970-01-01,2.0,4.5,33.0,0.5,0.5,0.25,2.25,0.25,0.25,2.0,2.5,0.25,48.0,0.25,0.25,0.25,0.11,0.81,-2.08,0.5,2.83,6.36,46.67,1.0,0.71,0.5,4.5,0.5,0.5,0.5,5.0,0.5,4.24,0.5,0.5,0.5,0.37,0.27,1.38,1.0,1,1,50.0,1,2.0,3,-1.0,1,1,1,9.0,1,2.0,1,1.0,1.0,-0.5022525787353516,-6.249486446380615,0.8225997090339661,-2.0999999046325684,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,NEW ENGLAND PATRIOTS,6450.0,2023_02_MIA_NE,REG,2023-09-17,Sunday,20:20,MIA,,NE,,Home,,,,2023091712.0,,,202309170nwe,,401547423.0,,7.0,7.0,-148.0,124.0,-3.0,-102.0,-118.0,47.0,-110.0,-110.0,1.0,outdoors,fieldturf,,,00-0036212,00-0036972,Tua Tagovailoa,Mac Jones,Mike McDaniel,Bill Belichick,,BOS00,Gillette Stadium,6450.0,2023_02_MIA_NE,REG,2023-09-17,20:20,MIA,,NE,,Home,,,,2023091712.0,,,202309170nwe,,401547423.0,,7.0,7.0,-148.0,124.0,-3.0,-102.0,-118.0,47.0,-110.0,-110.0,1.0,outdoors,fieldturf,,,00-0036212,00-0036972,Tua Tagovailoa,Mac Jones,Mike McDaniel,Bill Belichick,,BOS00,Gillette Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.940038311925889,7.053450268004536,4.652071097320917,5.5,0.0,11.8
57,00-0033308,M.Breida,Matt Breida,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rc4m1xw0xmtsrxswd0bg",NYG,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,2,9.0,0,0.0,0.0,1.0,0.7167448401451111,0,1,1,-3.0,0,1.0,0.0,-5.0,2.0,0.0,-0.9301488399505616,0,0.6000000238418579,0.0344827584922313,-0.032467532902956,0.0289968643337488,0.0,0.6000000238418579,1.600000023841858,DAL,Sunday,NYG2023,M.Breida2023,DAL2023,1970-01-01,2.0,4.5,33.0,0.5,0.5,0.25,2.25,0.25,0.25,2.0,2.5,0.25,51.33,0.25,0.25,0.25,0.11,0.81,-1.67,0.5,2.83,6.36,46.67,1.0,0.71,0.5,4.5,0.5,0.5,0.5,5.0,0.5,6.51,0.5,0.5,0.5,0.37,0.27,1.21,1.0,1,1,25.0,1,2.0,1,8.0,1,3,4,24.0,1,6.0,1,1.0,1.0,2.347831010818481,0.6285808086395264,-0.8032909631729126,6.199999809265137,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,NEY YORK GIANTS,6446.0,2023_02_NYG_ARI,REG,2023-09-17,,16:05,NYG,,ARI,,Home,,,,2023091708.0,,,202309170crd,,401547421.0,,7.0,7.0,-245.0,200.0,-5.5,-110.0,-110.0,40.0,-110.0,-110.0,0.0,,grass,,,00-0035710,00-0033949,Daniel Jones,Joshua Dobbs,Brian Daboll,Jonathan Gannon,,PHO00,State Farm Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6446.0,2023_02_NYG_ARI,REG,2023-09-17,Sunday,16:05,NYG,,ARI,,Home,,,,2023091708.0,,,202309170crd,,401547421.0,,7.0,7.0,-245.0,200.0,-5.5,-110.0,-110.0,40.0,-110.0,-110.0,0.0,,grass,,,00-0035710,00-0033949,Daniel Jones,Joshua Dobbs,Brian Daboll,Jonathan Gannon,,PHO00,State Farm Stadium,5.308386909492357,6.18422258183681,5.900440268157406,5.8,0.0,12.1
58,00-0033357,T.Hill,Taysom Hill,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pjp1aahvacigoh0sorpg",NO,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,3,4.0,0,0.0,0.0,0.0,-1.523036003112793,0,0,1,0.0,0,0.0,0.0,14.0,0.0,0.0,-0.7922888994216919,0,0.0,0.0303030312061309,0.0370370373129844,0.0713804736733436,0.0,0.4000000059604645,0.4000000059604645,TEN,Sunday,NO2023,T.Hill2023,TEN2023,1970-01-01,2.0,4.5,33.0,0.5,0.5,0.25,2.25,0.25,0.25,1.75,2.5,0.25,40.0,0.25,0.25,0.25,0.11,0.81,-0.74,0.5,2.83,6.36,46.67,1.0,0.71,0.5,4.5,0.5,0.5,0.5,5.0,0.5,23.28,0.5,0.5,0.5,0.37,0.27,2.11,1.0,25,45,260.0,1,1.0,1,3.0,1,3,9,36.0,1,182.0,1,1.0,1.0,-24.400270462036133,-0.223079577088356,-10.594643592834473,6.599999904632568,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,NEW ORLEANS SAINTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.201326031683035,10.203089382157925,7.91243141463227,8.8,2.5,15.1
59,00-0033526,S.Perine,Samaje Perine,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kpdo0ztyzhjobhk4p29a",DEN,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,8,41.0,0,0.0,0.0,3.0,-1.045078158378601,0,4,4,37.0,0,0.0,0.0,4.0,33.0,2.0,2.4263625144958496,0,9.25,0.125,0.0303030312061309,0.2087121158838272,0.0,7.800000190734863,11.800000190734863,LV,Sunday,DEN2023,S.Perine2023,LV2023,1970-01-01,2.0,4.5,33.0,0.5,0.5,0.25,2.25,0.25,0.25,1.25,2.5,0.25,27.25,0.25,0.25,0.25,0.11,0.81,0.04,0.72,2.83,6.36,46.67,1.0,0.71,0.5,4.5,0.5,0.5,0.96,5.0,0.5,28.61,0.5,0.5,0.5,0.37,0.27,1.75,0.95,1,1,12.0,1,1.0,2,6.0,1,1,1,16.0,1,4.0,1,1.0,1.0,2.2947237491607666,-1.3502298593521118,-0.8206260800361633,2.5999999046325684,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DENVER BRONCOS,6449.0,2023_02_WAS_DEN,REG,2023-09-17,Sunday,16:25,WAS,,DEN,,Home,,,,2023091711.0,,,202309170den,,401547416.0,,7.0,7.0,145.0,-175.0,3.5,-115.0,-105.0,39.0,-110.0,-110.0,0.0,outdoors,grass,,,00-0037077,00-0029263,Sam Howell,Russell Wilson,Ron Rivera,Sean Payton,,DEN00,Empower Field at Mile High,6449.0,2023_02_WAS_DEN,REG,2023-09-17,16:25,WAS,,DEN,,Home,,,,2023091711.0,,,202309170den,,401547416.0,,7.0,7.0,145.0,-175.0,3.5,-115.0,-105.0,39.0,-110.0,-110.0,0.0,outdoors,grass,,,00-0037077,00-0029263,Sam Howell,Russell Wilson,Ron Rivera,Sean Payton,,DEN00,Empower Field at Mile High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.468456265182342,6.189180967906436,4.733573818198301,5.1,0.0,11.4
60,00-0033536,M.Williams,Mike Williams,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oaa76gdfwdhaum4b5qkh",LAC,2023,2,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,4,5,45.0,0,0.0,0.0,42.0,10.0,1.0,1.2034261226654053,0,1.0714285373687744,0.1612903177738189,0.183406114578247,0.3703197538852691,0.0,4.5,8.5,MIA,Sunday,LAC2023,M.Williams2023,MIA2023,1970-01-01,2.0,4.5,33.0,0.5,0.5,1.0,-1.0,0.25,6.0,6.0,37.0,0.25,21.0,0.25,0.25,0.25,0.11,-0.19,-0.2,-0.1,2.83,6.36,46.67,1.0,0.71,1.15,1.41,0.5,2.83,0.71,30.41,0.5,13.44,0.5,0.5,0.5,0.37,0.27,2.62,0.59,1,1,12.0,1,1.0,7,33.0,1,1,1,6.0,1,4.0,1,1.0,1.0,2.2947237491607666,-0.1922606527805328,0.4935026168823242,1.600000023841858,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,LOS ANGELES CHARGERS,6445.0,2023_02_LAC_TEN,REG,2023-09-17,,13:00,LAC,,TEN,,Home,,,,2023091707.0,,,202309170oti,,401547414.0,,7.0,7.0,-148.0,124.0,-3.0,-105.0,-115.0,45.5,-110.0,-110.0,0.0,outdoors,grass,,,00-0036355,00-0029701,Justin Herbert,Ryan Tannehill,Brandon Staley,Mike Vrabel,,NAS00,Nissan Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6445.0,2023_02_LAC_TEN,REG,2023-09-17,Sunday,13:00,LAC,,TEN,,Home,,,,2023091707.0,,,202309170oti,,401547414.0,,7.0,7.0,-148.0,124.0,-3.0,-105.0,-115.0,45.5,-110.0,-110.0,0.0,outdoors,grass,,,00-0036355,00-0029701,Justin Herbert,Ryan Tannehill,Brandon Staley,Mike Vrabel,,NAS00,Nissan Stadium,8.324201366354792,8.56972799850486,7.7278318884286685,8.2,1.9,14.5
